Unique Key,Created Date,Agency Name,Complaint Type,Descriptor,Location Type,Landmark,Borough,Incident Zip,Latitude,Longitude,Location
38191032,1/12/2018 16:11,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,CONEY ISLAND HOSPITAL,BROOKLYN,11235,40.58615127,-73.9655919,"(40.586151272301464, -73.96559189570597)"
38450440,2/12/2018 15:22,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,GRAND ARMY PLAZA,BROOKLYN,11238,40.67399127,-73.97011778,"(40.67399126989863, -73.97011777647462)"
38504394,2/19/2018 6:42,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,SUMNER PLAYGROUND,BROOKLYN,11206,40.69730051,-73.94278956,"(40.69730050814071, -73.94278955777297)"
38548856,2/25/2018 10:21,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,CONEY ISLAND BOARDWALK,BROOKLYN,11235,40.57328132,-73.97869751,"(40.573281324698655, -73.97869750720577)"
38548870,2/25/2018 20:55,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,HARMONY PARK,BROOKLYN,11213,40.67793719,-73.93444557,"(40.677937185486186, -73.93444557131045)"
38658160,3/10/2018 18:01,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,BROOKLYN BRIDGE,BROOKLYN,11201,40.70384711,-73.99395524,"(40.703847111924425, -73.99395523760629)"
38664831,3/11/2018 15:24,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Street/Curbside,PROSPECT PARK,BROOKLYN,11215,40.6613542,-73.9696801,"(40.66135420007725, -73.96968010080575)"
38766927,3/23/2018 12:50,Department of Parks and Recreation,DPR Internal,Lost/Missing Person,Park,BROOKLYN BRIDGE PARK,BROOKLYN,11201,40.70143729,-73.99592462,"(40.70143729448085, -73.99592462136417)"
38767671,3/23/2018 14:21,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,CONEY ISLAND BOARDWALK,BROOKLYN,11235,40.57328132,-73.97869751,"(40.573281324698655, -73.97869750720577)"
38882154,4/7/2018 9:35,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,PROSPECT PARK,BROOKLYN,11215,40.6613542,-73.9696801,"(40.66135420007725, -73.96968010080575)"
38887963,4/8/2018 11:49,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,GREEN CENTRAL KNOLL,BROOKLYN,11206,40.70198059,-73.93308389,"(40.70198059210182, -73.93308389490011)"
38928327,4/13/2018 16:04,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,PROSPECT PARK,BROOKLYN,11215,40.6613542,-73.9696801,"(40.66135420007725, -73.96968010080575)"
38938809,4/14/2018 7:35,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,SUNSET PARK,BROOKLYN,11232,40.6480432,-74.00384148,"(40.64804319715383, -74.00384148403383)"
38952542,4/16/2018 21:13,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,BRIZZI PLAYGROUND,BROOKLYN,11219,40.64242182,-73.99464544,"(40.64242181827441, -73.99464543680857)"
