Unique Key,Created Date,Agency Name,Complaint Type,Descriptor,Location Type,Landmark,Borough,Incident Zip,Latitude,Longitude,Location
38548870,2/25/2018 20:55,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,HARMONY PARK,BROOKLYN,11213,40.67793719,-73.93444557,"(40.677937185486186, -73.93444557131045)"
38572548,2/28/2018 22:55,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,UNION SQUARE PARK,MANHATTAN,10003,40.73595507,-73.99047744,"(40.73595506911933, -73.99047743742598)"
38584326,3/1/2018 7:46,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,BRONX ZOO,BRONX,10460,40.85023185,-73.87632289,"(40.85023185062718, -73.87632289476633)"
38583265,3/1/2018 8:56,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,BRONX ZOO,BRONX,10460,40.85023185,-73.87632289,"(40.85023185062718, -73.87632289476633)"
38582923,3/2/2018 8:30,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,HUDSON RIVER PARK,MANHATTAN,10011,40.74980512,-74.00897956,"(40.74980512361341, -74.00897956095878)"
38587726,3/2/2018 19:28,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,FOREST PARK,QUEENS,11385,40.70251221,-73.85256622,"(40.702512212819265, -73.85256622293014)"
38610760,3/4/2018 13:42,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38613682,3/5/2018 9:22,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38625880,3/6/2018 9:15,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,CARL SCHURZ PARK,MANHATTAN,10028,40.77501591,-73.94371568,"(40.77501591276052, -73.94371568311053)"
38635039,3/7/2018 10:52,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,LEHMAN COLLEGE,BRONX,10468,40.87275095,-73.89448307,"(40.872750945866215, -73.89448307058163)"
38642980,3/8/2018 17:17,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Street/Curbside,CITI FIELD,QUEENS,11368,40.75655776,-73.84513732,"(40.75655775599275, -73.84513732359324)"
38654144,3/9/2018 14:27,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Street/Curbside,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38654837,3/9/2018 17:52,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,RIVERSIDE PARK,MANHATTAN,10025,40.80024518,-73.97335875,"(40.800245180318555, -73.97335875005403)"
38659109,3/10/2018 9:12,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,VIRGINIA PLAYGROUND,BRONX,10460,40.83428284,-73.86223368,"(40.83428283678711, -73.86223368024025)"
38659147,3/10/2018 11:24,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,EAST RIVER PARK,MANHATTAN,10002,40.71381104,-73.97617445,"(40.713811040292896, -73.97617444840935)"
38658160,3/10/2018 18:01,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,BROOKLYN BRIDGE,BROOKLYN,11201,40.70384711,-73.99395524,"(40.703847111924425, -73.99395523760629)"
38664831,3/11/2018 15:24,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Street/Curbside,PROSPECT PARK,BROOKLYN,11215,40.6613542,-73.9696801,"(40.66135420007725, -73.96968010080575)"
38684603,3/13/2018 9:05,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,FORT TOTTEN,QUEENS,11359,40.79132558,-73.77665278,"(40.79132557568007, -73.77665277688718)"
38684890,3/13/2018 13:58,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,FLUSHING MEADOWS CORONA PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
38706527,3/16/2018 10:30,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38705422,3/16/2018 14:19,Department of Parks and Recreation,DPR Internal,Property,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38715025,3/17/2018 15:24,Department of Parks and Recreation,DPR Internal,Property,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38734483,3/19/2018 9:06,Department of Parks and Recreation,Animal in a Park,Removing Wildlife,Beach,ORCHARD BEACH,BRONX,10464,40.86582898,-73.79319996,"(40.865828984810776, -73.79319996009694)"
38728061,3/19/2018 9:32,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,FORT TRYON PARK,MANHATTAN,10040,40.86138133,-73.93354533,"(40.86138132660212, -73.93354532527394)"
38727363,3/19/2018 15:40,New York City Police Department,Vending,Unlicensed,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38742384,3/20/2018 13:52,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,HUDSON RIVER PARK,MANHATTAN,10011,40.74980512,-74.00897956,"(40.74980512361341, -74.00897956095878)"
38752739,3/21/2018 0:00,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,J F K AIRPORT,Unspecified,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
38745920,3/21/2018 4:15,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,MAURICE PARK,QUEENS,11378,40.72747323,-73.90477926,"(40.72747322528817, -73.90477926000487)"
38753682,3/22/2018 17:25,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,KENNEDY AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
38765215,3/23/2018 9:28,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,INWOOD HILL PARK,MANHATTAN,10034,40.87244554,-73.92513113,"(40.8724455362315, -73.92513113415541)"
38766927,3/23/2018 12:50,Department of Parks and Recreation,DPR Internal,Lost/Missing Person,Park,BROOKLYN BRIDGE PARK,BROOKLYN,11201,40.70143729,-73.99592462,"(40.70143729448085, -73.99592462136417)"
38767671,3/23/2018 14:21,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,CONEY ISLAND BOARDWALK,BROOKLYN,11235,40.57328132,-73.97869751,"(40.573281324698655, -73.97869750720577)"
38761866,3/23/2018 14:49,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,FLUSHING MEADOWS CORONA PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
38768241,3/23/2018 15:23,Department of Parks and Recreation,DPR Internal,Aided/Injury,Recreation Center,ROY WILKINS RECREATION CENTER,QUEENS,11434,40.68693895,-73.76936903,"(40.68693894727118, -73.76936903343639)"
38772177,3/24/2018 21:01,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,ST JOHNS UNIVERSITY,QUEENS,11432,40.72208714,-73.79473551,"(40.72208713776957, -73.79473550751592)"
38781132,3/25/2018 15:25,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Street/Curbside,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38785947,3/26/2018 13:47,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,WASHINGTON SQUARE PARK,MANHATTAN,10011,40.73088313,-73.99759338,"(40.730883132114464, -73.9975933816647)"
38800659,3/27/2018 12:31,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Street/Curbside,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38816939,3/29/2018 18:05,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
38835963,4/1/2018 12:55,Department of Parks and Recreation,New Tree Request,For One Address,Street,CITY HALL,MANHATTAN,10007,40.71274564,-74.0060095,"(40.71274563665573, -74.00600949796177)"
38848976,4/3/2018 14:44,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
38873008,4/6/2018 10:29,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Street/Curbside,WASHINGTON MARKET PARK,MANHATTAN,10007,40.71705176,-74.01143538,"(40.71705175557331, -74.01143537776485)"
38882154,4/7/2018 9:35,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,PROSPECT PARK,BROOKLYN,11215,40.6613542,-73.9696801,"(40.66135420007725, -73.96968010080575)"
38887963,4/8/2018 11:49,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,GREEN CENTRAL KNOLL,BROOKLYN,11206,40.70198059,-73.93308389,"(40.70198059210182, -73.93308389490011)"
38890672,4/8/2018 13:21,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38888924,4/8/2018 13:53,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,VAN CORTLANDT PARK,BRONX,10471,40.8958647,-73.89229422,"(40.89586469711286, -73.89229421538577)"
38889995,4/8/2018 14:39,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Street/Curbside,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38888170,4/8/2018 14:39,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38901199,4/10/2018 11:30,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38917859,4/11/2018 11:37,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,RIVERSIDE PARK,MANHATTAN,10025,40.80024518,-73.97335875,"(40.800245180318555, -73.97335875005403)"
38912416,4/11/2018 12:24,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,YORK COLLEGE,QUEENS,11433,40.70190368,-73.79562356,"(40.70190368265534, -73.795623556072)"
38928327,4/13/2018 16:04,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,PROSPECT PARK,BROOKLYN,11215,40.6613542,-73.9696801,"(40.66135420007725, -73.96968010080575)"
38933252,4/13/2018 16:46,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
38927566,4/13/2018 17:31,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38938809,4/14/2018 7:35,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,SUNSET PARK,BROOKLYN,11232,40.6480432,-74.00384148,"(40.64804319715383, -74.00384148403383)"
38936143,4/14/2018 13:26,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38941246,4/14/2018 14:30,Department of Parks and Recreation,DPR Internal,Aided/Injury,Beach,ORCHARD BEACH,BRONX,10464,40.86582898,-73.79319996,"(40.865828984810776, -73.79319996009694)"
38942302,4/14/2018 15:34,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,COLONEL CHARLES YOUNG PLAYGROUND,MANHATTAN,10037,40.81919903,-73.9355601,"(40.81919903067389, -73.93556009937095)"
38952542,4/16/2018 21:13,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,BRIZZI PLAYGROUND,BROOKLYN,11219,40.64242182,-73.99464544,"(40.64242181827441, -73.99464543680857)"
38961280,4/17/2018 12:55,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,UNION SQUARE PARK,MANHATTAN,10003,40.73595507,-73.99047744,"(40.73595506911933, -73.99047743742598)"
39005324,4/22/2018 14:38,New York City Police Department,Drinking,In Public,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
39002183,4/22/2018 21:48,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,MEADOW LAKE,QUEENS,11367,40.73619707,-73.84103136,"(40.73619707023759, -73.84103135759476)"
39015841,4/23/2018 14:41,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,LAGUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
39007039,4/23/2018 19:20,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,WOLFES POND,STATEN ISLAND,10309,40.51553296,-74.19252084,"(40.51553296107795, -74.19252083914577)"
39031065,4/25/2018 10:30,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Street/Curbside,PROSPECT PARK,BROOKLYN,11215,40.6613542,-73.9696801,"(40.66135420007725, -73.96968010080575)"
39034725,4/26/2018 13:26,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,CROCHERON PARK,QUEENS,11361,40.77212079,-73.7670414,"(40.77212078590735, -73.76704139503545)"
39041707,4/26/2018 13:55,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,BENSONHURST PARK,BROOKLYN,11214,40.59727286,-74.00082461,"(40.597272859567674, -74.00082460689573)"
39035768,4/26/2018 17:09,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
39049852,4/27/2018 7:06,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,SUNSET PARK,BROOKLYN,11232,40.6480432,-74.00384148,"(40.64804319715383, -74.00384148403383)"
39046980,4/27/2018 13:55,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Recreation Center,TONY DAPOLITO RECREATION CENTER,MANHATTAN,10014,40.7295875,-74.00545177,"(40.72958750370325, -74.00545176852266)"
39045173,4/27/2018 14:55,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,WASHINGTON SQUARE PARK,MANHATTAN,10011,40.73088313,-73.99759338,"(40.730883132114464, -73.9975933816647)"
39053807,4/28/2018 10:13,Department of Parks and Recreation,DPR Internal,Aided/Injury,Recreation Center,EAST 54 STREET RECREATION CTR,MANHATTAN,10022,40.75652481,-73.96507436,"(40.75652480791106, -73.96507435728908)"
39055235,4/28/2018 10:19,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,PROSPECT PARK,BROOKLYN,11215,40.6613542,-73.9696801,"(40.66135420007725, -73.96968010080575)"
39057546,4/28/2018 11:47,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,UNION SQUARE PARK,MANHATTAN,10003,40.73595507,-73.99047744,"(40.73595506911933, -73.99047743742598)"
39053671,4/28/2018 13:23,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,PROSPECT PARK,BROOKLYN,11215,40.6613542,-73.9696801,"(40.66135420007725, -73.96968010080575)"
39055035,4/28/2018 13:45,Department of Parks and Recreation,DPR Internal,Aided/Injury,Recreation Center,EAST 54 STREET RECREATION CTR,MANHATTAN,10022,40.75652481,-73.96507436,"(40.75652480791106, -73.96507435728908)"
39055422,4/28/2018 14:01,New York City Police Department,Vending,In Prohibited Area,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
39051474,4/28/2018 16:35,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
39054647,4/28/2018 17:33,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,GRANTS TOMB,MANHATTAN,10027,40.81341702,-73.96306119,"(40.813417016545515, -73.96306118523107)"
39060647,4/29/2018 10:19,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,GREAT KILLS,STATEN ISLAND,10306,40.540936,-74.13497407,"(40.54093600401107, -74.13497406598722)"
39066814,4/30/2018 8:44,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,PELHAM BAY PARK,BRONX,10465,40.85690624,-73.8248876,"(40.8569062428053, -73.82488760016611)"
39064738,4/30/2018 10:24,Department of Parks and Recreation,Animal in a Park,Domestic Strays,Park,CROTONA PARK,BRONX,10457,40.83794057,-73.89525384,"(40.83794057379697, -73.89525384010201)"
39070171,4/30/2018 15:26,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Street/Curbside,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39067087,4/30/2018 19:28,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,VICTORY FIELD,QUEENS,11385,40.70157178,-73.85336535,"(40.70157177772394, -73.85336534853603)"
39078099,5/1/2018 0:00,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,CENTRAL PARK,Unspecified,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
39074782,5/1/2018 9:13,Traffic Management Center,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,BROOKLYN COLLEGE,BROOKLYN,11210,40.63128461,-73.952116,"(40.63128460590185, -73.95211599846469)"
39072996,5/1/2018 14:36,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,PROSPECT PARK,BROOKLYN,11215,40.6613542,-73.9696801,"(40.66135420007725, -73.96968010080575)"
39081103,5/1/2018 14:56,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,FLUSHING MEADOWS CORONA PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
39075656,5/1/2018 15:34,Department of Parks and Recreation,DPR Internal,Property,Park,HUDSON RIVER PARK,MANHATTAN,10011,40.74980512,-74.00897956,"(40.74980512361341, -74.00897956095878)"
39076408,5/1/2018 15:51,New York City Police Department,Drinking,In Public,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
39081552,5/1/2018 16:40,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,UNION SQUARE PARK,MANHATTAN,10003,40.73595507,-73.99047744,"(40.73595506911933, -73.99047743742598)"
39077795,5/1/2018 17:57,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
39079470,5/1/2018 20:04,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,PIER 26,MANHATTAN,10013,40.72139382,-74.01284309,"(40.721393816566334, -74.01284309058833)"
39073126,5/1/2018 20:24,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,PIER 26,MANHATTAN,10013,40.72139382,-74.01284309,"(40.721393816566334, -74.01284309058833)"
39074208,5/1/2018 21:08,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,SUNSET PARK,BROOKLYN,11232,40.6480432,-74.00384148,"(40.64804319715383, -74.00384148403383)"
39092126,5/2/2018 10:26,Department of Transportation,Street Sign - Damaged,Other/Unknown,Street,BKLYN PUBLIC LIBRARY CTR BRANCH,BROOKLYN,11238,40.67231916,-73.96810336,"(40.67231916068355, -73.96810335555394)"
39090224,5/2/2018 23:24,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,FRIENDS FIELD PARK,BROOKLYN,11230,40.6187422,-73.97287648,"(40.618742195365755, -73.97287647520812)"
39094258,5/3/2018 8:20,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Street/Curbside,MEADOW LAKE,QUEENS,11367,40.73619707,-73.84103136,"(40.73619707023759, -73.84103135759476)"
39099961,5/3/2018 8:29,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39105121,5/5/2018 0:39,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,HARRIS FIELD,BRONX,10468,40.87637709,-73.89194972,"(40.87637708743495, -73.89194971703174)"
39113219,5/5/2018 9:26,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,CONEY ISLAND HOSPITAL,BROOKLYN,11235,40.58615127,-73.9655919,"(40.586151272301464, -73.96559189570597)"
