Unique Key,Created Date,Agency Name,Complaint Type,Descriptor,Location Type,Landmark,Borough,Incident Zip,Latitude,Longitude,Location
40362498,9/24/2018 1:47,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,WORLDS FAIR MARINA,QUEENS,11368,40.76116868,-73.85771387,"(40.761168684427986, -73.85771386824436)"
39828666,7/25/2018 10:17,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
40109666,8/26/2018 15:28,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,FOREST PARK,QUEENS,11385,40.70251221,-73.85256622,"(40.702512212819265, -73.85256622293014)"
39866390,7/29/2018 20:08,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,HINTON PARK,QUEENS,11368,40.75599411,-73.85493118,"(40.75599410867705, -73.85493117742631)"
39169291,5/11/2018 11:44,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,FLUSHING MEADOWS CORONA PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
39358533,6/3/2018 15:35,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39206536,5/16/2018 15:00,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39311462,5/30/2018 0:55,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,CITI FIELD,QUEENS,11368,40.75655776,-73.84513732,"(40.75655775599275, -73.84513732359324)"
39334611,5/31/2018 15:17,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Street/Curbside,FLUSHING MEADOW PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
40825517,11/9/2018 12:27,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
40836758,11/9/2018 10:04,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39847363,7/27/2018 11:07,Mosquito Control,Mosquitoes,Large Number of Mosquitoes,Vacant Lot/Property,BRANT POINT WILDLIFE SANCTUARY,QUEENS,11692,40.59817112,-73.80263886,"(40.59817111778393, -73.80263886032216)"
39341619,6/1/2018 8:51,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
40920215,11/13/2018 14:42,Department of Parks and Recreation,Animal in a Park,Removing Wildlife,Park,FOREST PARK,QUEENS,11385,40.70251221,-73.85256622,"(40.702512212819265, -73.85256622293014)"
40104336,8/25/2018 15:31,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,HIGHLAND PARK,QUEENS,11385,40.68785672,-73.88807609,"(40.68785672001354, -73.88807608561972)"
40339476,9/21/2018 13:02,Department of Health and Mental Hygiene,Food Establishment,Bare Hands in Contact w/ Food,Other (Explain Below),QUEENS COLLEGE,QUEENS,11367,40.73623656,-73.81594553,"(40.73623656240898, -73.81594552571595)"
40628137,10/22/2018 10:09,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,FLUSHING MEADOWS CORONA PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
39640643,7/4/2018 14:43,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,MEADOW LAKE,QUEENS,11367,40.73619707,-73.84103136,"(40.73619707023759, -73.84103135759476)"
39861254,7/29/2018 19:34,Department of Parks and Recreation,DPR Internal,Aided/Injury,Pool,FORT TOTTEN,QUEENS,11359,40.79132558,-73.77665278,"(40.79132557568007, -73.77665277688718)"
41208703,12/17/2018 9:01,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39620431,7/2/2018 15:39,Department of Parks and Recreation,DPR Internal,Property,Park,FLUSHING MEADOW PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
39367063,6/4/2018 12:57,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39359862,6/3/2018 17:20,Department of Parks and Recreation,Animal in a Park,Removing Wildlife,Park,KISSENA PARK,QUEENS,11355,40.74481606,-73.80554988,"(40.74481606088293, -73.8055498839331)"
40109659,8/26/2018 22:08,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,ASTORIA PARK,QUEENS,11105,40.77954007,-73.9216465,"(40.77954007090074, -73.92164649823773)"
39884574,7/31/2018 9:08,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39373489,6/5/2018 9:05,Department of Parks and Recreation,DPR Internal,Property,Beach,ROCKAWAY BEACH,QUEENS,11694,40.57081674,-73.85437948,"(40.57081674495128, -73.85437947966363)"
40645253,10/24/2018 19:41,Department of Transportation,Street Condition,Line/Marking - Faded,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
40645724,10/24/2018 14:22,Department of Transportation,Bus Stop Shelter Complaint,Damaged Other,Bus Stop Shelter,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39878779,7/31/2018 14:39,Department of Parks and Recreation,Animal in a Park,Wildlife Sighting,Park,BAISLEY POND PARK,QUEENS,11434,40.67604042,-73.78549659,"(40.67604042219953, -73.78549658715613)"
39879692,7/31/2018 9:29,Department of Parks and Recreation,Animal in a Park,Wildlife Sighting,Park,FOREST PARK,QUEENS,11385,40.70251221,-73.85256622,"(40.702512212819265, -73.85256622293014)"
39886640,7/31/2018 16:11,Department of Parks and Recreation,DPR Internal,Aided/Injury,Recreation Center,AL OERTER RECREATION CENTER,QUEENS,11355,40.7513574,-73.83398965,"(40.75135739557459, -73.83398964767348)"
40656723,10/25/2018 10:38,Department of Transportation,Street Condition,Failed Street Repair,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39390984,6/6/2018 16:19,Taxi and Limousine Commission,Found Property,Other,Taxi,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
40175550,9/2/2018 11:10,Department of Parks and Recreation,Animal in a Park,Wildlife Sighting,Park,CUNNINGHAM PARK,QUEENS,11365,40.72877591,-73.76450495,"(40.72877591109663, -73.76450494630656)"
39894870,8/1/2018 12:31,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39395038,6/7/2018 13:29,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,ROSEMARY'S PLAYGROUND,QUEENS,11385,40.70493789,-73.90377271,"(40.70493789125123, -73.90377271369447)"
40389440,9/26/2018 14:31,Department of Health and Mental Hygiene,Food Establishment,Bare Hands in Contact w/ Food,Other (Explain Below),J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
40142719,8/29/2018 22:38,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,TRAVERS PARK,QUEENS,11372,40.75395728,-73.88934381,"(40.7539572761469, -73.88934380531376)"
39642957,7/4/2018 20:42,Department of Parks and Recreation,DPR Internal,Aided/Injury,Beach,ROCKAWAY BEACH,QUEENS,11694,40.57081674,-73.85437948,"(40.57081674495128, -73.85437947966363)"
40418344,9/29/2018 13:04,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,LITTLE BAY PARK,QUEENS,11357,40.78837655,-73.79369333,"(40.78837655113962, -73.7936933251367)"
40160043,8/31/2018 10:12,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
40443035,10/2/2018 11:02,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39640962,7/4/2018 22:33,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,MEADOW LAKE,QUEENS,11367,40.73619707,-73.84103136,"(40.73619707023759, -73.84103135759476)"
40158431,8/31/2018 22:45,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,JUNIPER VALLEY PARK,QUEENS,11379,40.720358,-73.88037709,"(40.72035799944184, -73.88037709186514)"
40166629,9/1/2018 12:42,New York City Police Department,Vending,Unlicensed,Street/Sidewalk,CITI FIELD,QUEENS,11368,40.75655776,-73.84513732,"(40.75655775599275, -73.84513732359324)"
39653360,7/5/2018 22:23,Department of Parks and Recreation,DPR Internal,Aided/Injury,Pool,ASTORIA PARK,QUEENS,11105,40.77954007,-73.9216465,"(40.77954007090074, -73.92164649823773)"
39659779,7/6/2018 20:01,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,PS 143,QUEENS,11368,40.7557263,-73.85586661,"(40.75572629749785, -73.85586661444873)"
39930496,8/5/2018 18:24,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,FLUSHING MEADOW PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
39668711,7/7/2018 21:32,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,RALPH DEMARCO PARK,QUEENS,11105,40.78404666,-73.91732965,"(40.784046656034185, -73.91732965394665)"
39670195,7/7/2018 21:03,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CITI FIELD,QUEENS,11368,40.75655776,-73.84513732,"(40.75655775599275, -73.84513732359324)"
39671162,7/7/2018 23:33,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,FT TOTTEN,QUEENS,11359,40.79132558,-73.77665278,"(40.79132557568007, -73.77665277688718)"
40179981,9/3/2018 13:11,Department of Parks and Recreation,DPR Internal,Aided/Injury,Beach,ROCKAWAY BEACH,QUEENS,11694,40.57081674,-73.85437948,"(40.57081674495128, -73.85437947966363)"
39680068,7/8/2018 3:23,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CITI FIELD,QUEENS,11368,40.75655776,-73.84513732,"(40.75655775599275, -73.84513732359324)"
39978599,8/10/2018 6:50,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,FORT TOTTEN,QUEENS,11359,40.79132558,-73.77665278,"(40.79132557568007, -73.77665277688718)"
40171245,9/2/2018 18:18,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,MEADOW LAKE,QUEENS,11367,40.73619707,-73.84103136,"(40.73619707023759, -73.84103135759476)"
40180031,9/3/2018 17:53,Department of Parks and Recreation,DPR Internal,Lost/Missing Person,Beach,ROCKAWAY BEACH,QUEENS,11694,40.57081674,-73.85437948,"(40.57081674495128, -73.85437947966363)"
40180766,9/3/2018 14:50,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,GORMAN PLAYGROUND,QUEENS,11370,40.76240061,-73.88425435,"(40.762400605362416, -73.88425435133205)"
40957107,11/16/2018 15:34,Department of Transportation,Street Condition,Crash Cushion Defect,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
41207223,12/17/2018 11:35,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
41227309,12/19/2018 14:57,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
40442008,10/2/2018 9:37,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39380491,6/5/2018 8:56,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,FLUSHING MEADOWS CORONA PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
40968991,11/17/2018 16:52,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,QUEENS HOSPITAL CENTER,QUEENS,11432,40.7170206,-73.80436479,"(40.71702059537663, -73.80436478523902)"
40448620,10/3/2018 14:02,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
40237040,9/10/2018 12:08,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,WORLDS FAIR MARINA,QUEENS,11368,40.76116868,-73.85771387,"(40.761168684427986, -73.85771386824436)"
40201009,9/5/2018 13:26,Department of Parks and Recreation,Animal in a Park,Wildlife Sighting,Beach,ROCKAWAY BEACH,QUEENS,11694,40.57081674,-73.85437948,"(40.57081674495128, -73.85437947966363)"
41246209,12/21/2018 9:32,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,ALLEY POND PARK,QUEENS,11364,40.7528419,-73.74636962,"(40.75284189973842, -73.7463696244017)"
40456504,10/4/2018 20:01,Department of Transportation,Street Condition,Line/Marking - Faded,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
40461447,10/4/2018 9:55,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
40462354,10/4/2018 11:08,Department of Transportation,Street Condition,Line/Marking - Faded,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
40689984,10/29/2018 14:23,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
40466442,10/5/2018 13:46,Department of Parks and Recreation,DPR Internal,Aided/Injury,Recreation Center,AL OERTER RECREATION CENTER,QUEENS,11355,40.7513574,-73.83398965,"(40.75135739557459, -73.83398964767348)"
40493911,10/8/2018 8:26,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,FLUSHING MEADOW CORONA PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
39954977,8/8/2018 9:47,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,PARK OF AMERICAS,QUEENS,11368,40.74878668,-73.86186551,"(40.748786684480294, -73.86186551291793)"
40668195,10/26/2018 15:18,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
41247317,12/21/2018 8:07,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
40486823,10/7/2018 19:03,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,FLUSHING MEADOWS PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
39976191,8/10/2018 13:45,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,RUFUS KING PARK,QUEENS,11432,40.70365841,-73.80398202,"(40.70365840633546, -73.80398201951516)"
40665987,10/26/2018 10:22,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,RUFUS KING PARK,QUEENS,11432,40.70365841,-73.80398202,"(40.70365840633546, -73.80398201951516)"
41027594,11/24/2018 14:44,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,KISSENA PARK,QUEENS,11355,40.74481606,-73.80554988,"(40.74481606088293, -73.8055498839331)"
41048385,11/27/2018 10:09,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
41287028,12/27/2018 17:27,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
40514280,10/10/2018 10:20,New York City Police Department,Non-Emergency Police Matter,Street Con Game,Park/Playground,MAPLE PLAYGROUND,QUEENS,11355,40.75588036,-73.82628296,"(40.75588036037871, -73.82628295500871)"
40727109,11/2/2018 11:03,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,ASTORIA PARK,QUEENS,11105,40.77954007,-73.9216465,"(40.77954007090074, -73.92164649823773)"
40730316,11/2/2018 11:52,Department of Parks and Recreation,Animal in a Park,Removing Wildlife,Park,ASTORIA PARK,QUEENS,11105,40.77954007,-73.9216465,"(40.77954007090074, -73.92164649823773)"
38108295,1/4/2018 10:17,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
39809207,7/23/2018 9:39,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39874533,7/30/2018 12:04,Taxi and Limousine Commission,For Hire Vehicle Report,Car Service Company Report,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39880195,7/31/2018 15:56,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39901309,8/2/2018 12:07,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
40278874,9/14/2018 12:54,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
40749004,11/5/2018 11:15,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,Street,LAGUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
40749827,11/5/2018 11:31,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
39245630,5/21/2018 14:37,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,ALLEY POND PARK,QUEENS,11364,40.7528419,-73.74636962,"(40.75284189973842, -73.7463696244017)"
39248240,5/21/2018 12:34,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
41072749,11/30/2018 9:43,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,FORT TOTTEN PARK,QUEENS,11359,40.79080292,-73.77890081,"(40.79080292006661, -73.77890081015126)"
41048914,11/27/2018 13:54,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
41175384,12/12/2018 0:00,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Other (Explain Below),J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
38096256,1/3/2018 13:47,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38162392,1/9/2018 12:37,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,LA GUARDIA AIRPORT,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38257035,1/19/2018 7:24,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,J F K AIRPORT,QUEENS,11430,40.64832049,-73.78828125,"(40.64832048620134, -73.78828125130184)"
38258646,1/19/2018 6:35,Department of Health and Mental Hygiene,Food Establishment,Bare Hands in Contact w/ Food,Restaurant/Bar/Deli/Bakery,LGA,QUEENS,11369,40.77442087,-73.87729411,"(40.77442086598845, -73.87729410513894)"
38259389,1/20/2018 15:59,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,FT TOTTEN,QUEENS,11359,40.79132558,-73.77665278,"(40.79132557568007, -73.77665277688718)"
38271358,1/21/2018 15:28,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,FLUSHING MEADOWS CORONA PARK,QUEENS,11368,40.74237706,-73.84215698,"(40.742377064999275, -73.84215697754966)"
